image_name,label,track_id,x1,y1,x2,y2,image_only
Bago_highway_13_68,1,_8kauwiyi2,356,678,535,883,Bago_highway_13
Bago_highway_13_68,0,_z8sh9iptw,1071,672,1315,1033,Bago_highway_13
Bago_highway_13_68,0,_l28z5pf24,1726,582,1791,708,Bago_highway_13
Bago_highway_13_77,1,_1fw1y23ll,273,687,405,886,Bago_highway_13
Bago_highway_13_77,1,_8kauwiyi2,356,678,535,883,Bago_highway_13
Bago_highway_13_77,0,_z8sh9iptw,1564,632,1733,887,Bago_highway_13
Bago_highway_13_77,0,_p3ejzf8rs,119,793,702,1080,Bago_highway_13
Bago_highway_13_77,0,_l28z5pf24,1436,600,1516,761,Bago_highway_13
Bago_highway_13_86,1,_1fw1y23ll,273,687,405,886,Bago_highway_13
Bago_highway_13_86,1,_8kauwiyi2,357,678,535,883,Bago_highway_13
Bago_highway_13_86,0,_p3ejzf8rs,1240,683,1500,1080,Bago_highway_13
Bago_highway_13_86,0,_l28z5pf24,845,625,1000,867,Bago_highway_13
Bago_highway_13_86,1,_x5n46f85i,1820,581,1889,686,Bago_highway_13
Bago_highway_14_37,0,_rx07gihf1,43,734,574,1080,Bago_highway_14
Bago_highway_16_01,0,_23nl12tya,1741,598,1845,808,Bago_highway_16
Bago_highway_16_01,1,_k78vklbzt,1829,635,1920,874,Bago_highway_16
Bago_highway_16_02,0,_23nl12tya,1779,598,1877,798,Bago_highway_16
Bago_highway_16_07,0,_iqzz0ohrx,435,778,831,1080,Bago_highway_16
Bago_highway_16_19,0,_iqzz0ohrx,1633,650,1799,997,Bago_highway_16
Bago_highway_16_19,1,_1be9vpz0t,368,781,827,1080,Bago_highway_16
Bago_highway_16_25,1,_1be9vpz0t,1115,692,1416,1080,Bago_highway_16
Bago_highway_16_43,1,_6fc5fjqle,122,779,662,1080,Bago_highway_16
Bago_highway_16_50,1,_6fc5fjqle,1185,679,1518,1080,Bago_highway_16
Bago_highway_16_50,0,_qf1v982up,1781,582,1842,684,Bago_highway_16
Bago_highway_16_60,0,_qf1v982up,1547,600,1618,727,Bago_highway_16
Bago_highway_17_01,1,_5x391uxuw,373,676,648,1039,Bago_highway_17
Bago_highway_17_01,1,_ubnca3a2j,1630,598,1715,700,Bago_highway_17
Bago_highway_17_07,1,_5x391uxuw,821,651,1011,935,Bago_highway_17
Bago_highway_17_07,0,_1nl3bmb8d,4,707,324,1080,Bago_highway_17
Bago_highway_17_07,1,_ubnca3a2j,1630,598,1715,700,Bago_highway_17
Bago_highway_17_100,1,_ubnca3a2j,1631,598,1715,699,Bago_highway_17
Bago_highway_17_100,1,_ibp9kau9g,1509,599,1582,716,Bago_highway_17
Bago_highway_17_42,1,_5x391uxuw,1798,588,1865,719,Bago_highway_17
Bago_highway_17_42,0,_1nl3bmb8d,1666,595,1751,753,Bago_highway_17
Bago_highway_17_42,0,_6l3oradty,38,820,413,1080,Bago_highway_17
Bago_highway_17_42,1,_ubnca3a2j,1630,598,1715,700,Bago_highway_17
Bago_highway_17_48,0,_1nl3bmb8d,1769,589,1844,731,Bago_highway_17
Bago_highway_17_48,0,_6l3oradty,1162,703,1436,1080,Bago_highway_17
Bago_highway_17_48,1,_ubnca3a2j,1631,598,1715,700,Bago_highway_17
Bago_highway_17_53,0,_1nl3bmb8d,1841,585,1907,718,Bago_highway_17
Bago_highway_17_53,0,_6l3oradty,1617,665,1778,996,Bago_highway_17
Bago_highway_17_53,0,_kjyocd1jk,1780,585,1844,689,Bago_highway_17
Bago_highway_17_53,1,_ubnca3a2j,1631,598,1715,700,Bago_highway_17
Bago_highway_17_55,0,_6l3oradty,1729,654,1874,953,Bago_highway_17
Bago_highway_17_55,0,_kjyocd1jk,1753,586,1816,693,Bago_highway_17
Bago_highway_17_55,1,_ubnca3a2j,1631,598,1715,700,Bago_highway_17
Bago_highway_17_58,0,_d0cfx0lr6,0,777,514,1080,Bago_highway_17
Bago_highway_17_58,0,_kjyocd1jk,1713,588,1775,700,Bago_highway_17
Bago_highway_17_58,1,_ubnca3a2j,1631,598,1715,700,Bago_highway_17
Bago_highway_17_77,0,_kjyocd1jk,1261,614,1375,781,Bago_highway_17
Bago_highway_17_77,1,_ubnca3a2j,1631,598,1715,699,Bago_highway_17
Bago_highway_17_77,1,_ibp9kau9g,1459,600,1553,709,Bago_highway_17
Bago_highway_18_27,0,_fg6m2k5k1,709,677,980,889,Bago_highway_18
Bago_highway_19_01,0,_y17txim64,963,627,1097,819,Bago_highway_19
Bago_highway_19_01,1,_bu3vy5ntr,268,686,401,887,Bago_highway_19
Bago_highway_19_01,1,_lohstt4rx,365,685,546,881,Bago_highway_19
Bago_highway_19_01,0,_lkl3mj3g2,1445,613,1504,719,Bago_highway_19
Bago_highway_19_100,1,_bu3vy5ntr,271,686,401,887,Bago_highway_19
Bago_highway_19_100,1,_lohstt4rx,363,679,546,881,Bago_highway_19
Bago_highway_19_100,0,_vvwj7szmj,1485,599,1546,723,Bago_highway_19
Bago_highway_19_100,0,_lkl3mj3g2,1442,610,1498,718,Bago_highway_19
Bago_highway_19_100,0,_a8a08ejuv,1764,583,1819,685,Bago_highway_19
Bago_highway_19_12,1,_bu3vy5ntr,268,686,401,887,Bago_highway_19
Bago_highway_19_12,1,_lohstt4rx,365,678,546,881,Bago_highway_19
Bago_highway_19_12,0,_lkl3mj3g2,1445,613,1505,719,Bago_highway_19
Bago_highway_19_19,1,_bu3vy5ntr,269,686,401,887,Bago_highway_19
Bago_highway_19_19,1,_lohstt4rx,365,679,546,881,Bago_highway_19
Bago_highway_19_19,0,_vvwj7szmj,971,624,1080,801,Bago_highway_19
Bago_highway_19_19,0,_lkl3mj3g2,1444,613,1505,719,Bago_highway_19
Bago_highway_19_29,1,_bu3vy5ntr,269,686,401,887,Bago_highway_19
Bago_highway_19_29,1,_lohstt4rx,364,679,546,881,Bago_highway_19
Bago_highway_19_29,0,_vvwj7szmj,976,624,1096,798,Bago_highway_19
Bago_highway_19_29,0,_2hidi7ko2,1806,584,1864,685,Bago_highway_19
Bago_highway_19_29,0,_lkl3mj3g2,1444,612,1505,719,Bago_highway_19
Bago_highway_19_46,1,_bu3vy5ntr,269,686,401,887,Bago_highway_19
Bago_highway_19_46,1,_lohstt4rx,364,680,546,881,Bago_highway_19
Bago_highway_19_46,0,_vvwj7szmj,969,624,1091,798,Bago_highway_19
Bago_highway_19_46,0,_2hidi7ko2,1453,604,1529,748,Bago_highway_19
Bago_highway_19_46,0,_ds3k4f9q6,1760,586,1818,694,Bago_highway_19
Bago_highway_19_46,0,_lkl3mj3g2,1443,612,1505,719,Bago_highway_19
Bago_highway_19_69,1,_bu3vy5ntr,270,686,401,887,Bago_highway_19
Bago_highway_19_69,1,_lohstt4rx,364,680,546,881,Bago_highway_19
Bago_highway_19_69,0,_vvwj7szmj,1102,616,1217,779,Bago_highway_19
Bago_highway_19_69,0,_ds3k4f9q6,1232,620,1328,784,Bago_highway_19
Bago_highway_19_69,0,_lkl3mj3g2,1443,611,1506,719,Bago_highway_19
Bago_highway_2_01,1,_ebteae2x8,269,683,411,886,Bago_highway_2
Bago_highway_2_01,1,_ts5dm0wuf,366,689,548,882,Bago_highway_2
Bago_highway_2_01,0,_7g48s0889,1551,600,1623,733,Bago_highway_2
Bago_highway_2_01,0,_2qorkn06f,1743,585,1804,709,Bago_highway_2
Bago_highway_2_01,0,_ns9bol0v8,1441,609,1513,720,Bago_highway_2
Bago_highway_2_100,1,_ebteae2x8,261,684,415,885,Bago_highway_2
Bago_highway_2_100,1,_ts5dm0wuf,362,683,547,881,Bago_highway_2
Bago_highway_2_100,0,_ns9bol0v8,1441,609,1513,718,Bago_highway_2
Bago_highway_2_100,0,_eq4easkg2,1025,622,1149,803,Bago_highway_2
Bago_highway_2_27,1,_ebteae2x8,262,685,411,886,Bago_highway_2
Bago_highway_2_27,1,_ts5dm0wuf,364,689,546,881,Bago_highway_2
Bago_highway_2_27,0,_2qorkn06f,104,669,405,1016,Bago_highway_2
Bago_highway_2_27,0,_ns9bol0v8,1441,609,1513,719,Bago_highway_2
Bago_highway_2_29,1,_ebteae2x8,261,686,411,886,Bago_highway_2
Bago_highway_2_29,1,_ts5dm0wuf,364,689,546,881,Bago_highway_2
Bago_highway_2_29,0,_ns9bol0v8,1441,609,1513,719,Bago_highway_2
Bago_highway_2_30,1,_ebteae2x8,261,688,412,886,Bago_highway_2
Bago_highway_2_30,1,_ts5dm0wuf,364,689,546,881,Bago_highway_2
Bago_highway_2_30,0,_o12jghdee,1782,583,1852,679,Bago_highway_2
Bago_highway_2_30,0,_ns9bol0v8,1441,609,1513,719,Bago_highway_2
Bago_highway_2_76,1,_ebteae2x8,261,685,415,885,Bago_highway_2
Bago_highway_2_76,1,_ts5dm0wuf,362,680,547,881,Bago_highway_2
Bago_highway_2_76,0,_o12jghdee,974,625,1112,815,Bago_highway_2
Bago_highway_2_76,0,_ns9bol0v8,1441,609,1513,719,Bago_highway_2
Bago_highway_2_76,0,_eq4easkg2,1759,583,1824,685,Bago_highway_2
Bago_highway_21_01,1,_7bi6963gk,149,752,593,1080,Bago_highway_21
Bago_highway_21_41,0,_4b1fec8ss,0,725,505,1080,Bago_highway_21
Bago_highway_21_53,0,_4b1fec8ss,1657,611,1768,832,Bago_highway_21
Bago_highway_21_53,1,_zsc48n636,43,758,537,1080,Bago_highway_21
Bago_highway_21_58,1,_zsc48n636,1144,669,1367,1021,Bago_highway_21
Bago_highway_21_63,1,_zsc48n636,1621,636,1762,894,Bago_highway_21
Bago_highway_21_63,0,_am58tblqt,134,679,552,1080,Bago_highway_21
Bago_highway_21_67,0,_am58tblqt,969,641,1175,947,Bago_highway_21
Bago_highway_23_15,0,_aavmp9lln,0,750,475,1080,Bago_highway_23
Bago_highway_23_25,0,_aavmp9lln,1502,629,1679,943,Bago_highway_23
Bago_highway_23_25,0,_46h2ikf2d,148,784,522,1080,Bago_highway_23
Bago_highway_23_32,0,_46h2ikf2d,1429,668,1624,1043,Bago_highway_23
Bago_highway_24_01,1,_oh3pfjs6a,1011,766,1426,1080,Bago_highway_24
Bago_highway_24_01,1,_l6zm3z30c,1622,656,1813,939,Bago_highway_24
Bago_highway_24_03,1,_oh3pfjs6a,909,777,1353,1080,Bago_highway_24
Bago_highway_24_03,1,_l6zm3z30c,1692,643,1870,913,Bago_highway_24
Bago_highway_24_03,0,_8kfyf5p9w,1448,622,1509,717,Bago_highway_24
Bago_highway_24_05,1,_l6zm3z30c,1759,636,1918,894,Bago_highway_24
Bago_highway_24_05,1,_hgbvi0mj8,1508,605,1604,734,Bago_highway_24
Bago_highway_24_05,0,_8kfyf5p9w,1448,622,1509,717,Bago_highway_24
Bago_highway_24_07,1,_hgbvi0mj8,1447,608,1549,743,Bago_highway_24
Bago_highway_24_07,0,_8kfyf5p9w,1448,622,1508,717,Bago_highway_24
Bago_highway_24_100,0,_8kfyf5p9w,1444,619,1508,718,Bago_highway_24
Bago_highway_24_23,1,_hgbvi0mj8,540,661,762,896,Bago_highway_24
Bago_highway_24_23,0,_bcq7pru8v,112,711,588,1080,Bago_highway_24
Bago_highway_24_23,0,_8kfyf5p9w,1446,621,1508,718,Bago_highway_24
Bago_highway_24_29,0,_bcq7pru8v,1068,653,1288,1001,Bago_highway_24
Bago_highway_24_29,0,_8kfyf5p9w,1445,621,1507,718,Bago_highway_24
Bago_highway_24_51,1,_jhizn58y7,546,781,933,1080,Bago_highway_24
Bago_highway_24_51,0,_8kfyf5p9w,1443,619,1507,718,Bago_highway_24
Bago_highway_24_63,1,_jhizn58y7,1585,673,1781,1065,Bago_highway_24
Bago_highway_24_63,0,_pedj4uecc,0,699,351,1080,Bago_highway_24
Bago_highway_24_63,0,_8kfyf5p9w,1443,619,1507,718,Bago_highway_24
Bago_highway_24_67,1,_jhizn58y7,1768,654,1920,989,Bago_highway_24
Bago_highway_24_67,0,_pedj4uecc,712,657,970,1018,Bago_highway_24
Bago_highway_24_67,1,_tk5203325,0,782,624,1080,Bago_highway_24
Bago_highway_24_67,0,_8kfyf5p9w,1443,619,1507,718,Bago_highway_24
Bago_highway_24_68,0,_pedj4uecc,849,647,1078,985,Bago_highway_24
Bago_highway_24_68,1,_tk5203325,237,765,759,1080,Bago_highway_24
Bago_highway_24_68,0,_8kfyf5p9w,1443,619,1507,718,Bago_highway_24
Bago_highway_24_86,1,_tk5203325,1667,628,1845,910,Bago_highway_24
Bago_highway_24_86,0,_8kfyf5p9w,1444,619,1507,718,Bago_highway_24
Bago_highway_25_01,0,_fvkl2kdlg,0,677,253,973,Bago_highway_25
Bago_highway_25_10,0,_xg0jexrck,0,701,410,1080,Bago_highway_25
Bago_highway_25_51,1,_uuzf6nw8x,791,777,1130,1080,Bago_highway_25
Bago_highway_27_01,1,_koghl26ry,665,648,827,873,Bago_highway_27
Bago_highway_27_100,1,_ffgurpvwd,1505,600,1581,717,Bago_highway_27
Bago_highway_27_39,0,_3fyn8jmom,218,754,673,1080,Bago_highway_27
Bago_highway_27_70,1,_wtksy43sn,39,719,581,1080,Bago_highway_27
Bago_highway_27_77,1,_wtksy43sn,1193,648,1423,970,Bago_highway_27
Bago_highway_27_77,1,_ffgurpvwd,1807,584,1862,678,Bago_highway_27
Bago_highway_28_01,1,_9trxh2lh8,1127,679,1389,1080,Bago_highway_28
Bago_highway_28_01,1,_895x77zqy,505,649,713,909,Bago_highway_28
Bago_highway_28_01,1,_0t4lq2d04,270,686,399,887,Bago_highway_28
Bago_highway_28_01,1,_fu3395u0z,368,679,536,883,Bago_highway_28
Bago_highway_28_01,1,_ztdpyeahb,1039,638,1127,783,Bago_highway_28
Bago_highway_28_04,1,_9trxh2lh8,1402,663,1610,1025,Bago_highway_28
Bago_highway_28_04,1,_0t4lq2d04,270,686,399,887,Bago_highway_28
Bago_highway_28_04,1,_fu3395u0z,368,679,536,883,Bago_highway_28
Bago_highway_28_04,1,_ztdpyeahb,1037,637,1125,783,Bago_highway_28
Bago_highway_28_06,1,_9trxh2lh8,1538,651,1725,974,Bago_highway_28
Bago_highway_28_06,1,_0t4lq2d04,270,686,399,887,Bago_highway_28
Bago_highway_28_06,1,_fu3395u0z,368,679,536,883,Bago_highway_28
Bago_highway_28_06,1,_ztdpyeahb,1036,636,1124,784,Bago_highway_28
Bago_highway_28_06,0,_g76xrpvas,1817,576,1885,690,Bago_highway_28
Bago_highway_28_100,1,_0t4lq2d04,275,688,398,887,Bago_highway_28
Bago_highway_28_100,1,_fu3395u0z,367,679,540,883,Bago_highway_28
Bago_highway_28_100,1,_qwnfwca2n,1768,588,1865,741,Bago_highway_28
Bago_highway_28_13,1,_0t4lq2d04,271,686,399,887,Bago_highway_28
Bago_highway_28_13,1,_fu3395u0z,368,679,536,883,Bago_highway_28
Bago_highway_28_13,1,_ztdpyeahb,1002,636,1092,789,Bago_highway_28
Bago_highway_28_13,0,_g76xrpvas,1691,583,1767,708,Bago_highway_28
Bago_highway_28_23,1,_0t4lq2d04,271,686,399,887,Bago_highway_28
Bago_highway_28_23,1,_fu3395u0z,368,679,536,883,Bago_highway_28
Bago_highway_28_23,1,_ztdpyeahb,877,641,982,815,Bago_highway_28
Bago_highway_28_23,0,_g76xrpvas,1502,597,1588,736,Bago_highway_28
Bago_highway_28_23,1,_d5lzelm8b,1868,578,1920,681,Bago_highway_28
Bago_highway_28_32,1,_0t4lq2d04,272,687,399,887,Bago_highway_28
Bago_highway_28_32,1,_fu3395u0z,368,679,537,883,Bago_highway_28
Bago_highway_28_32,1,_ztdpyeahb,667,652,798,853,Bago_highway_28
Bago_highway_28_32,0,_g76xrpvas,1300,607,1401,772,Bago_highway_28
Bago_highway_28_32,1,_d5lzelm8b,1709,590,1778,715,Bago_highway_28
Bago_highway_28_32,0,_w3o1xxrvi,1848,575,1909,682,Bago_highway_28
Bago_highway_28_47,1,_0t4lq2d04,272,687,399,887,Bago_highway_28
Bago_highway_28_47,1,_fu3395u0z,367,679,537,883,Bago_highway_28
Bago_highway_28_47,0,_g76xrpvas,675,639,852,884,Bago_highway_28
Bago_highway_28_47,1,_d5lzelm8b,1193,615,1304,814,Bago_highway_28
Bago_highway_28_47,0,_w3o1xxrvi,1548,599,1623,736,Bago_highway_28
Bago_highway_28_51,1,_0t4lq2d04,273,687,399,887,Bago_highway_28
Bago_highway_28_51,1,_fu3395u0z,367,679,538,883,Bago_highway_28
Bago_highway_28_51,0,_g76xrpvas,375,651,600,931,Bago_highway_28
Bago_highway_28_51,1,_d5lzelm8b,917,631,1065,867,Bago_highway_28
Bago_highway_28_51,0,_w3o1xxrvi,1423,604,1511,757,Bago_highway_28
Bago_highway_28_51,1,_kv9qx2dvc,0,698,393,1080,Bago_highway_28
Bago_highway_28_57,1,_0t4lq2d04,273,687,399,887,Bago_highway_28
Bago_highway_28_57,1,_fu3395u0z,367,679,538,883,Bago_highway_28
Bago_highway_28_57,1,_d5lzelm8b,182,663,464,1004,Bago_highway_28
Bago_highway_28_57,0,_w3o1xxrvi,1194,616,1290,799,Bago_highway_28
Bago_highway_28_57,1,_kv9qx2dvc,1250,624,1421,909,Bago_highway_28
Bago_highway_28_59,1,_0t4lq2d04,273,687,399,887,Bago_highway_28
Bago_highway_28_59,1,_fu3395u0z,367,679,538,883,Bago_highway_28
Bago_highway_28_59,0,_w3o1xxrvi,1093,622,1206,816,Bago_highway_28
Bago_highway_28_59,1,_kv9qx2dvc,1452,616,1598,862,Bago_highway_28
Bago_highway_28_66,1,_0t4lq2d04,273,687,399,887,Bago_highway_28
Bago_highway_28_66,1,_fu3395u0z,367,679,538,883,Bago_highway_28
Bago_highway_28_66,0,_w3o1xxrvi,626,646,804,894,Bago_highway_28
Bago_highway_3_01,1,_c3r1vo77m,261,675,439,887,Bago_highway_3
Bago_highway_3_01,1,_sprqol1rj,370,673,539,893,Bago_highway_3
Bago_highway_3_01,0,_2zwtujhms,632,641,753,865,Bago_highway_3
Bago_highway_3_01,0,_xh33npqaz,1682,580,1761,704,Bago_highway_3
Bago_highway_3_01,0,_1nme4yg8k,1462,610,1543,717,Bago_highway_3
Bago_highway_3_100,0,_1nme4yg8k,1440,609,1508,717,Bago_highway_3
Bago_highway_3_23,1,_c3r1vo77m,261,675,439,887,Bago_highway_3
Bago_highway_3_23,1,_sprqol1rj,370,673,539,893,Bago_highway_3
Bago_highway_3_23,0,_2zwtujhms,935,629,1055,801,Bago_highway_3
Bago_highway_3_23,0,_xh33npqaz,892,626,1043,835,Bago_highway_3
Bago_highway_3_23,1,_voj3ipzbz,4,678,371,1080,Bago_highway_3
Bago_highway_3_23,0,_1nme4yg8k,1456,608,1538,717,Bago_highway_3
Bago_highway_3_33,1,_sprqol1rj,370,674,539,894,Bago_highway_3
Bago_highway_3_33,0,_2zwtujhms,972,624,1083,795,Bago_highway_3
Bago_highway_3_33,0,_xh33npqaz,0,668,192,967,Bago_highway_3
Bago_highway_3_33,1,_voj3ipzbz,891,632,1085,925,Bago_highway_3
Bago_highway_3_33,0,_1nme4yg8k,1454,607,1535,717,Bago_highway_3
Bago_highway_3_34,1,_sprqol1rj,370,674,539,894,Bago_highway_3
Bago_highway_3_34,0,_2zwtujhms,971,624,1082,795,Bago_highway_3
Bago_highway_3_34,1,_voj3ipzbz,948,629,1132,913,Bago_highway_3
Bago_highway_3_34,0,_1nme4yg8k,1454,607,1535,717,Bago_highway_3
Bago_highway_3_49,1,_sprqol1rj,370,674,539,894,Bago_highway_3
Bago_highway_3_49,1,_voj3ipzbz,1544,595,1650,780,Bago_highway_3
Bago_highway_3_49,0,_1nme4yg8k,1439,609,1508,717,Bago_highway_3
Bago_highway_3_55,1,_sprqol1rj,370,674,539,894,Bago_highway_3
Bago_highway_3_55,1,_voj3ipzbz,1692,589,1784,749,Bago_highway_3
Bago_highway_3_55,1,_pdamectoz,5,773,471,1080,Bago_highway_3
Bago_highway_3_55,0,_1nme4yg8k,1439,609,1508,717,Bago_highway_3
Bago_highway_3_59,1,_voj3ipzbz,1774,581,1852,734,Bago_highway_3
Bago_highway_3_59,1,_pdamectoz,710,712,1072,1080,Bago_highway_3
Bago_highway_3_59,0,_1nme4yg8k,1439,609,1508,717,Bago_highway_3
Bago_highway_3_65,1,_pdamectoz,1308,659,1499,1026,Bago_highway_3
Bago_highway_3_65,0,_1nme4yg8k,1440,609,1508,717,Bago_highway_3
Bago_highway_32_01,1,_jt68lpx35,1477,602,1575,738,Bago_highway_32
Bago_highway_32_100,1,_qdfyidihl,988,630,1120,805,Bago_highway_32
Bago_highway_33_01,0,_7km01zno3,16,684,306,985,Bago_highway_33
Bago_highway_33_01,0,_rcp78nu56,920,628,1090,835,Bago_highway_33
Bago_highway_33_01,0,_h4owakc3p,1746,592,1807,690,Bago_highway_33
Bago_highway_33_03,0,_rcp78nu56,787,638,965,862,Bago_highway_33
Bago_highway_33_03,1,_szs103flo,0,743,365,1080,Bago_highway_33
Bago_highway_33_03,0,_h4owakc3p,1722,593,1783,690,Bago_highway_33
Bago_highway_33_03,1,_w9u8qwffp,951,640,1079,795,Bago_highway_33
Bago_highway_33_100,0,_6qdjj4w5c,948,637,1075,796,Bago_highway_33
Bago_highway_33_100,0,_3dv41m61b,1490,600,1552,711,Bago_highway_33
Bago_highway_33_12,1,_szs103flo,1188,647,1358,950,Bago_highway_33
Bago_highway_33_12,0,_h4owakc3p,1597,603,1660,709,Bago_highway_33
Bago_highway_33_12,1,_w9u8qwffp,951,640,1079,794,Bago_highway_33
Bago_highway_33_26,1,_szs103flo,1746,598,1835,776,Bago_highway_33
Bago_highway_33_26,0,_h4owakc3p,1366,614,1442,742,Bago_highway_33
Bago_highway_33_26,0,_z3c2okqv1,3,691,397,1080,Bago_highway_33
Bago_highway_33_26,1,_w9u8qwffp,951,640,1078,794,Bago_highway_33
Bago_highway_33_33,0,_h4owakc3p,1214,623,1302,769,Bago_highway_33
